Id	Proxy	Country	City
4563	138.197.145.103:8080	 CA	Ontario
4564	62.68.59.106:8080	 LY	Sha`biyat Nalut
4565	37.59.8.29:57852	 FR	
4566	177.72.5.121:8080	 BR	Pernambuco
4567	103.81.104.126:53281	 BD	Dhaka
4568	184.159.114.41:53281	 US	
4569	200.9.221.233:3128	 BR	
4570	133.18.195.215:8080	 JP	
4571	103.69.150.177:8080	 BD	
4572	138.122.96.104:8080	 MX	Quertaro
4573	116.197.131.213:8080	 ID	Jakarta
4574	82.209.219.244:41239	 BY	
4575	118.97.85.222:8080	 ID	West Java
4576	82.116.40.44:8080	 RU	
4577	192.159.170.106:53281	 US	
4578	79.110.125.201:8080	 BG	Oblast Targovishte
4579	42.104.93.161:8080	 IN	
4580	103.194.88.170:8080	 IN	Uttar Pradesh
4581	36.37.81.98:53281	 ID	
4582	103.209.89.66:8080	 IN	Andhra Pradesh
4583	213.108.73.166:8080	 UA	Kyiv City
4584	117.212.89.231:53281	 IN	Rajasthan
4585	213.247.7.201:39880	 ZA	Gauteng
4586	107.23.21.204:2018	 US	Virginia
4587	37.59.8.29:47108	 FR	
4588	185.158.112.209:3128	 RU	Moscow
4589	198.23.214.74:2018	 US	Texas
4590	222.165.196.142:8080	 ID	Jakarta
4591	103.36.126.239:8080	 IN	National Capital Territory of Delhi
4592	41.79.169.82:8080	 KE	
4593	72.38.179.206:8080	 CA	
4594	14.1.102.218:8080	 BD	
4595	81.163.57.121:41258	 RU	Dagestan
4596	176.15.225.193:53281	 RU	Moscow
4597	46.105.57.150:59318	 FR	
4598	109.233.209.55:8080	 RU	Chelyabinsk
4599	103.5.232.146:8080	 BD	
4600	177.126.88.62:53281	 BR	Tocantins
4601	163.172.116.55:1080	 GB	
4602	36.76.113.57:8080	 ID	East Java
4603	62.4.19.169:80	 FR	
4604	34.239.183.210:80	 US	Virginia
4605	136.243.63.98:80	 DE	
4606	198.23.197.166:2018	 US	New York
4607	181.196.254.202:53281	 EC	Provincia de Pichincha
4608	201.249.88.227:80	 VE	Dependencias Federales
4609	103.216.135.254:8080	 PK	
4610	191.7.213.234:20183	 BR	Ceara
4611	208.85.15.161:8181	 US	Florida
4612	103.216.82.146:6667	 IN	Gujarat
4613	200.105.107.81:8080	 AR	Cordoba
4614	27.254.130.70:31773	 TH	Bangkok
4615	103.26.55.86:8080	 IN	Maharashtra
4616	95.43.133.100:53281	 BG	Varna
4617	191.248.228.70:20183	 BR	Sergipe
4618	191.242.173.6:20183	 BR	Ceara
4619	185.146.56.9:53281	 ES	
4620	77.120.72.235:31773	 UA	Chernivtsi
4621	103.43.178.58:53281	 AU	New South Wales
4622	200.66.94.148:8080	 MX	Mexico City
4623	71.89.129.231:8080	 US	
4624	173.45.67.182:9090	 US	Ohio
4625	74.208.123.225:3128	 US	Pennsylvania
4626	181.196.145.106:65103	 EC	Provincia de Pichincha
4627	207.154.233.31:1080	 DE	Hesse
4628	110.232.83.115:8080	 ID	Jakarta
4629	200.225.218.251:8080	 BR	Minas Gerais
4630	89.135.186.137:8080	 HU	Veszprem megye
4631	46.105.57.150:22709	 FR	
4632	183.89.8.155:8080	 TH	Changwat Lampang
4633	105.247.154.68:53281	 ZA	Gauteng
4634	43.245.191.210:53281	 ID	South Sulawesi
4635	177.21.126.143:20183	 BR	Ceara
4636	41.193.222.58:3128	 ZA	Gauteng
4637	185.93.3.70:8080	 ES	Madrid
4638	190.113.181.207:53281	 AR	Santa Fe
4639	24.247.183.59:41766	 US	Michigan
4640	103.14.235.26:8080	 IN	Maharashtra
4641	37.59.80.69:8082	 FR	
4642	13.124.35.214:1080	 KR	Incheon
4643	173.249.38.68:3128	 DE	
4644	65.210.81.19:53281	 US	
4645	109.106.224.14:53281	 RS	
4646	177.99.172.153:3128	 BR	Bahia
4647	14.207.194.251:8080	 TH	
4648	45.32.193.119:8181	 US	Texas
4649	190.214.52.226:53281	 EC	Provincia de Pichincha
4650	78.83.113.81:8080	 BG	Sofia-Capital
4651	78.131.55.55:8080	 HU	Budapest
4652	185.18.141.40:41258	 PL	Pomerania
4653	180.180.216.219:53281	 TH	
4654	138.68.41.90:8080	 US	California
4655	185.184.196.210:8080	 IQ	
4656	180.250.91.154:8080	 ID	Jakarta
4657	84.214.150.146:8080	 NO	Oslo County
4658	91.226.101.248:53281	 PL	Mazovia
4659	79.175.44.85:3128	 RU	St.-Petersburg
4660	14.207.13.215:80	 TH	
4661	173.177.182.141:41766	 CA	Quebec
4662	85.207.14.17:3128	 CZ	Okres Karlovy Vary
4663	154.236.177.102:8080	 EG	
4664	182.253.130.37:53281	 ID	East Java
4665	119.18.158.218:8080	 ID	West Java
4666	154.119.7.23:8080	 BI	
4667	195.239.248.220:8080	 RU	Kemerovskaya Oblast'
4668	65.202.252.162:8080	 US	Maryland
4669	187.44.182.162:20183	 BR	Bahia
4670	46.105.57.150:1136	 FR	
4671	114.39.225.84:808	 TW	
4672	31.41.94.217:41258	 UA	Transcarpathia
4673	85.207.11.133:8080	 CZ	Blansko District
4674	77.48.44.223:53281	 CZ	Praha 10
4675	178.128.216.29:8080	 GR	
4676	103.9.134.17:65301	 BD	
4677	163.172.115.77:1080	 GB	
4678	103.112.64.26:53281	 AR	undefined
4679	195.201.7.153:80	 DE	
4680	110.136.251.63:8080	 ID	Southeast Sulawesi
4681	24.48.219.242:8080	 PR	
4682	58.96.148.202:8080	 AU	New South Wales
4683	37.59.8.29:25307	 FR	
4684	185.203.170.95:8080	 TR	
4685	118.91.163.182:8080	 NP	
4686	192.241.245.207:8080	 US	New York
4687	182.93.89.133:80	 NP	Bagmati Zone
4688	178.136.192.223:53281	 UA	Odessa
4689	38.123.68.72:8080	 MX	Jalisco
4690	80.211.169.186:3128	 IT	Province of Arezzo
4691	193.203.209.43:31773	 PL	
4692	104.28.26.200:80	 US	
4693	140.227.79.52:3128	 JP	Tokyo
4694	185.185.41.69:3128	 NL	
4695	159.255.163.178:80	 IQ	Muhafazat Arbil
4696	118.97.47.13:8080	 ID	East Java
4697	87.240.13.99:8080	 RU	Moscow Oblast
4698	188.226.141.216:3128	 NL	North Holland
4699	193.93.216.34:53281	 UA	L'vivs'ka Oblast'
4700	37.59.8.29:30634	 FR	
4701	70.166.38.93:24827	 US	California
4702	27.109.116.96:53281	 KH	Phnom Penh
4703	110.36.181.37:8080	 PK	Punjab
4704	103.204.231.156:8080	 IN	
4705	94.140.217.77:3128	 RU	St.-Petersburg
4706	5.149.107.49:53281	 IQ	
4707	114.8.131.129:53281	 ID	Jakarta
4708	37.204.9.51:53281	 RU	Moscow
4709	222.124.22.133:8080	 ID	Jakarta
4710	191.97.18.12:53281	 VE	Carabobo
4711	190.121.128.242:80	 CO	Departamento de Risaralda
4712	110.170.150.130:8080	 TH	Bangkok
4713	74.83.246.105:8081	 US	
4714	178.254.155.54:8888	 RS	
4715	186.3.210.197:8080	 EC	
4716	79.101.33.118:8080	 RS	
4717	103.250.157.39:6666	 IN	Gujarat
4718	177.87.168.74:53281	 BR	Pernambuco
4719	178.128.208.69:3128	 GR	Attica
4720	103.38.5.246:53281	 IN	
4721	181.56.10.59:8080	 CO	Bogota D.C.
4722	116.58.247.51:53281	 TH	Bangkok
4723	177.21.108.250:20183	 BR	Ceara
4724	91.239.182.148:41258	 PL	
4725	91.134.210.185:9999	 FR	
4726	103.98.79.134:8080	 IN	
4727	104.139.104.61:55533	 US	North Carolina
4728	103.228.35.76:6667	 IN	
4729	138.0.236.14:9001	 BR	
4730	154.236.177.8:8080	 EG	
4731	110.164.101.129:8080	 TH	
4732	167.99.127.234:80	 US	New York
4733	200.10.51.145:53281	 BR	Pernambuco
4734	103.94.170.24:3128	 ID	Jakarta
4735	186.3.210.197:80	 EC	
4736	186.38.42.3:8080	 AR	
4737	104.28.6.65:80	 US	
4738	63.246.51.66:8080	 US	Texas
4739	77.233.199.13:41258	 RU	Moscow
4740	110.74.194.46:53281	 KH	
4741	89.109.12.27:8080	 RU	Nizhegorodskaya Oblast'
4742	123.200.16.50:80	 BD	Dhaka
4743	66.70.190.244:8080	 CA	Quebec
4744	54.39.98.138:8080	 CA	Quebec
4745	85.187.10.196:8080	 BG	
4746	163.53.209.7:6666	 IN	Gujarat
4747	45.32.124.81:8080	 SG	Central Singapore Community Development Council
4748	119.28.99.194:3128	 CN	Beijing
4749	45.77.134.25:8118	 JP	Tokyo
4750	41.66.254.98:53281	 GH	
4751	210.213.90.172:8080	 PH	National Capital Region
4752	89.22.54.191:8080	 RU	Moscow Oblast
4753	186.250.96.1:8080	 BR	
4754	200.111.196.91:8080	 CL	Santiago Metropolitan
4755	89.216.114.113:53281	 RS	
4756	82.114.86.114:8080	 AL	
4757	47.75.160.192:80	 US	California
4758	103.240.160.21:6666	 IN	Gujarat
4759	66.119.61.233:53281	 US	Wyoming
4760	1.179.189.217:8080	 TH	
4761	196.202.194.127:62225	 KE	
4762	131.221.63.146:8080	 BR	Santa Catarina
4763	101.109.217.230:8080	 TH	Changwat Nonthaburi
4764	193.151.106.199:8080	 UA	Chernihiv
4765	91.218.173.109:9001	 RS	
4766	46.105.57.150:43713	 FR	
4767	91.113.217.122:53281	 AT	
4768	89.29.93.114:8080	 CZ	
4769	217.182.190.36:808	 FR	
4770	91.200.1.203:8080	 UA	Kyiv City
4771	103.87.171.104:31773	 IN	
4772	192.169.140.162:54398	 US	Arizona
4773	201.184.250.76:53281	 CO	Departamento de Arauca
4774	148.251.85.62:3128	 DE	
4775	63.142.130.10:53281	 US	North Carolina
4776	123.255.207.242:53281	 ID	Jakarta
4777	46.105.57.149:53208	 FR	
4778	200.119.230.78:8080	 CL	Santiago Metropolitan
4779	122.154.123.2:80	 TH	Changwat Chon Buri
4780	177.101.122.178:20183	 BR	Santa Catarina
4781	103.70.128.8:8080	 IN	Karnataka
4782	109.248.156.65:8080	 KZ	Qostanay Oblysy
4783	82.164.128.136:53804	 NO	Oslo County
4784	213.108.123.193:8080	 SK	
4785	196.61.8.118:8080	 TZ	
4786	197.148.64.194:8080	 ZA	Gauteng
4787	103.72.217.173:8080	 IN	Manipur
4788	18.206.37.93:53281	 US	Virginia
4789	118.179.163.36:8080	 BD	Dhaka
4790	202.148.2.254:8000	 ID	Jakarta
4791	88.99.192.97:1992	 DE	
4792	103.241.156.242:8080	 AF	
4793	198.27.78.80:3128	 US	New Jersey
4794	47.52.155.245:80	 HK	
4795	172.245.211.188:5836	 US	New York
4796	139.59.4.52:80	 IN	Karnataka
4797	177.37.166.164:20183	 BR	Ceara
4798	107.151.131.186:1080	 US	California
4799	139.162.151.227:3128	 DE	Hesse
4800	91.220.43.74:8080	 LV	
4801	109.192.103.77:8080	 DE	Baden-Wrttemberg Region
4802	104.28.16.29:80	 US	
4803	175.184.232.62:6666	 ID	Jakarta
4804	119.82.79.178:8080	 IN	National Capital Territory of Delhi
4805	167.114.56.171:3128	 CA	Quebec
4806	36.89.65.77:8080	 ID	
4807	177.87.168.101:53281	 BR	Pernambuco
4808	177.220.139.26:53281	 BR	Parana
4809	139.255.57.32:8080	 ID	West Java
4810	178.219.112.27:8080	 PL	Lower Silesia
4811	201.174.52.55:53281	 MX	Estado de Baja California
4812	84.53.240.200:53281	 RU	Vladimirskaya Oblast'
4813	162.105.100.21:1080	 CN	Beijing
4814	185.76.70.53:8080	 UA	Kyiv City
4815	46.16.226.10:8080	 RU	Dagestan
4816	91.92.129.69:8080	 IR	
4817	138.186.23.142:53281	 CO	Bogota D.C.
4818	103.70.250.254:80	 PK	Punjab
4819	47.75.177.21:80	 US	California
4820	104.236.207.6:3128	 US	New Jersey
4821	119.40.95.122:53281	 BD	Dhaka
4822	186.42.188.158:8080	 EC	Provincia de Pichincha
4823	182.253.81.132:8080	 ID	Jakarta
4824	103.206.254.170:65103	 ID	Riau Islands
4825	103.224.101.62:8080	 ID	
4826	50.63.153.173:46311	 US	Arizona
4827	91.203.169.250:3128	 RU	Leningradskaya Oblast'
4828	88.99.202.244:53281	 DE	
4829	103.216.82.199:6666	 IN	Gujarat
4830	35.203.179.106:80	 US	California
4831	95.80.93.44:41258	 RU	
4832	105.235.197.190:8080	 NG	Lagos
4833	192.144.66.119:53281	 BR	
4834	97.74.230.16:43272	 US	Arizona
4835	103.229.85.130:8081	 BD	Comilla
4836	196.27.105.156:53281	 ZW	
4837	200.107.252.69:80	 EC	Provincia del Guayas
4838	188.94.36.4:8080	 RU	Moscow Oblast
4839	207.154.231.213:8080	 DE	Hesse
4840	213.32.254.188:8080	 IQ	
4841	95.107.7.134:8080	 RU	Orlovskaya Oblast'
4842	85.125.194.43:53281	 AT	
4843	78.47.159.103:3128	 DE	
4844	203.109.68.58:80	 IN	Gujarat
4845	88.198.23.146:11080	 DE	
4846	112.78.149.90:8080	 ID	Jakarta
4847	188.226.141.219:3128	 NL	North Holland
4848	187.115.10.50:20183	 BR	Rio de Janeiro
4849	154.70.135.216:8080	 ZA	Limpopo
4850	145.239.81.69:8080	 FR	
4851	5.42.33.209:53281	 RU	Moscow Oblast
4852	138.118.86.227:53281	 BR	
4853	72.14.19.2:53281	 US	Missouri
4854	95.110.230.142:10095	 IT	Province of Arezzo
4855	94.135.192.74:8080	 DE	Hamburg
4856	97.74.230.16:34979	 US	Arizona
4857	222.165.248.1:8080	 ID	Jakarta
4858	103.225.69.13:53281	 AU	Queensland
4859	202.150.147.22:53281	 ID	
4860	198.50.168.210:3128	 CA	Quebec
4861	177.126.159.201:6667	 BR	Rio Grande do Sul
4862	5.59.105.52:8080	 UA	Kyiv
4863	178.128.110.213:80	 GR	
4864	82.114.94.68:53281	 AL	
4865	85.193.193.193:9000	 PL	Podlasie
4866	174.69.58.124:53281	 US	Florida
4867	60.248.223.190:3233	 TW	
4868	217.150.77.31:53281	 RU	Primorskiy Kray
4869	41.190.105.115:3128	 NA	Khomas
4870	185.139.92.16:8080	 DE	Baden-Wrttemberg Region
4871	125.162.90.177:53281	 ID	Riau
4872	193.86.125.130:8080	 CZ	
4873	124.108.18.86:8080	 IN	Maharashtra
4874	45.226.85.63:8080	 BR	
4875	103.76.169.78:8080	 ID	Jakarta
4876	36.67.28.9:53281	 ID	
4877	103.240.161.107:6666	 IN	Gujarat
4878	107.16.161.187:8080	 US	
4879	46.14.2.242:8080	 CH	Bern
4880	80.211.83.65:3128	 IT	Province of Arezzo
4881	200.125.233.194:3128	 EC	Provincia de Cotopaxi
4882	46.105.57.150:44862	 FR	
4883	139.59.99.97:8080	 SG	Central Singapore Community Development Council
4884	181.112.227.194:53281	 EC	Provincia de Pichincha
4885	46.216.43.157:8080	 BY	
4886	1.186.160.66:53281	 IN	
4887	180.241.162.67:8080	 ID	Riau
4888	37.59.8.29:43659	 FR	
4889	46.151.10.69:8080	 RU	St.-Petersburg
4890	195.138.83.218:53281	 UA	Odessa
4891	51.15.84.208:443	 FR	
4892	89.22.52.3:53281	 RU	Moscow Oblast
4893	82.76.166.27:53281	 RO	Bucuresti
4894	163.172.170.162:1080	 GB	
4895	188.226.141.216:8080	 NL	North Holland
4896	171.100.113.238:53281	 TH	Bangkok
4897	203.81.75.37:8080	 MM	
4898	202.152.55.66:80	 ID	Jakarta
4899	91.109.218.46:53281	 AF	
4900	187.19.150.178:8080	 BR	Ceara
4901	103.15.51.160:8080	 VN	Ho Chi Minh City
4902	200.252.165.226:20183	 BR	Rondonia
4903	213.87.101.187:8080	 RU	Respublika Buryatiya
4904	37.220.68.142:53281	 RS	Nisava
4905	177.128.44.166:8080	 BR	Rio Grande do Sul
4906	189.124.29.157:20183	 BR	Minas Gerais
4907	118.24.230.170:1080	 CN	Beijing
4908	105.229.19.67:8080	 ZA	Eastern Cape
4909	191.242.177.169:53281	 BR	Bahia
4910	91.73.131.254:8080	 AE	
4911	103.23.237.160:53281	 IN	Rajasthan
4912	103.75.27.94:8080	 ID	Jakarta
4913	180.148.209.74:53281	 BD	Dhaka
4914	186.228.147.58:20183	 BR	Rio de Janeiro
4915	109.108.87.60:8080	 UA	Kyiv City
4916	178.128.47.113:8080	 GR	
4917	185.49.30.13:80	 PL	
4918	190.79.24.72:3128	 VE	Anzotegui
4919	177.40.176.72:20183	 BR	Pernambuco
4920	54.172.126.37:80	 US	Virginia
4921	95.91.32.18:8080	 DE	Thuringia
4922	199.195.251.143:3128	 US	New York
4923	185.93.204.132:41258	 IT	Province of Ragusa
4924	185.30.146.240:8080	 AL	Rrethi i Pukes
4925	92.222.180.156:8080	 FR	Paris
4926	177.47.238.113:53281	 BR	Bahia
4927	36.67.210.82:8080	 ID	
4928	207.154.231.210:8080	 DE	Hesse
4929	203.109.68.58:8080	 IN	Gujarat
4930	185.186.80.248:53281	 AL	
4931	170.238.130.9:53281	 BR	Rio de Janeiro
4932	110.77.200.247:52424	 TH	Bangkok
4933	213.227.140.167:53281	 NL	
4934	177.21.108.229:20183	 BR	Ceara
4935	109.173.23.106:8081	 RU	Moscow
4936	188.94.36.21:41258	 RU	Moscow Oblast
4937	104.153.32.9:53281	 US	Idaho
4938	188.120.246.40:37985	 RU	
4939	195.242.179.23:8080	 UA	Kyiv City
4940	206.189.26.105:80	 US	California
4941	47.52.238.112:8118	 HK	
4942	177.128.225.193:8080	 BR	Minas Gerais
4943	103.92.209.1:8080	 ID	Maluku
4944	200.249.141.131:80	 BR	
4945	104.245.69.17:3128	 US	Nevada
4946	68.171.68.0:8081	 CA	Quebec
4947	172.87.221.221:8080	 US	Colorado
4948	193.34.145.82:8080	 DE	
4949	191.241.226.230:53281	 BR	Sao Paulo
4950	90.224.68.175:53281	 SE	rebro
4951	103.199.157.133:8080	 IN	Uttarakhand
4952	47.75.62.90:80	 US	California
4953	95.0.219.104:8080	 TR	Istanbul
4954	181.112.145.206:53281	 EC	Provincia de Pichincha
4955	182.253.180.177:8080	 ID	Jakarta
4956	18.130.161.175:9999	 GB	England
4957	81.211.115.138:3128	 RU	St.-Petersburg
4958	81.107.70.221:80	 GB	Bexley
4959	91.151.178.93:8080	 RU	
4960	89.111.104.114:41258	 CZ	st nad Orlic District
4961	176.119.107.133:53281	 UA	Odessa
4962	168.194.153.170:53281	 BR	Minas Gerais
4963	54.229.61.108:10080	 IE	Leinster
4964	129.205.136.91:53281	 ZA	Western Cape
4965	185.189.88.74:53281	 LB	
4966	103.211.232.12:53281	 ID	Central Java
4967	180.250.252.3:8080	 ID	
4968	139.59.223.115:8118	 SG	Central Singapore Community Development Council
4969	212.77.86.103:80	 IT	Province of Florence
4970	78.188.162.156:53281	 TR	Istanbul
4971	37.128.229.30:53281	 RO	
4972	45.77.88.221:1830	 GB	England
4973	212.111.2.220:53281	 CZ	
4974	41.78.243.241:53281	 GA	Ogoou-Ivindo
4975	209.240.109.238:9050	 US	New York
4976	27.116.51.114:8080	 IN	Gujarat
4977	77.37.168.44:8080	 RU	Moscow
4978	101.255.57.209:53281	 ID	Jakarta
4979	201.165.103.48:80	 MX	Sinaloa
4980	45.126.154.153:53281	 ID	West Java
4981	202.44.230.239:8080	 TH	
4982	62.176.14.53:80	 RU	Moscow Oblast
4983	192.3.217.227:3128	 US	New York
4984	181.176.184.164:3128	 PE	Lima
4985	128.201.97.170:53281	 BR	Bahia
4986	47.52.45.209:3128	 HK	
4987	81.24.88.253:8081	 RU	Dagestan
4988	139.59.61.29:8080	 IN	Karnataka
4989	75.176.224.42:8080	 US	
4990	46.39.31.169:8080	 RU	Khanty-Mansia
4991	95.143.143.59:53281	 CZ	Litomice District
4992	213.138.69.202:443	 RU	
4993	82.209.64.77:8080	 RU	Penzenskaya Oblast'
4994	109.68.109.52:53281	 AT	Upper Austria
4995	94.141.142.110:41258	 PL	
4996	112.78.44.147:53281	 ID	Central Java
4997	46.175.64.182:8080	 UA	Zaporizhia
4998	101.108.54.101:8080	 TH	Changwat Phra Nakhon Si Ayutthaya
4999	191.7.211.74:53281	 BR	Ceara
5000	145.239.103.137:3128	 FR	
5001	112.202.119.97:8080	 PH	Province of Cebu
5002	177.12.92.21:8080	 BR	Acre
5003	188.120.229.27:59923	 RU	
5004	178.128.210.126:8080	 GR	
5005	5.2.243.134:8080	 RO	
5006	91.189.234.246:53281	 RU	
5007	12.177.209.74:53281	 US	
5008	89.43.38.229:8080	 RO	
5009	78.139.48.153:53281	 HU	Budapest
5010	182.93.91.244:80	 NP	Bagmati Zone
5011	170.80.146.2:53281	 BR	Rio de Janeiro
5012	35.234.145.178:80	 US	California
5013	164.163.161.189:8080	 EC	
5014	177.185.138.193:8080	 BR	Maranhao
5015	185.85.162.32:87	 RU	Orenburgskaya Oblast'
5016	31.148.219.150:1443	 NL	
5017	111.67.71.238:53281	 ID	West Java
5018	85.109.117.114:9090	 TR	Manisa
5019	182.253.121.26:53281	 ID	West Java
5020	192.116.142.153:8080	 IL	Jerusalem
5021	207.148.77.4:9050	 SG	Central Singapore Community Development Council
5022	103.87.170.25:65205	 IN	
5023	185.247.20.254:8081	 UA	
5024	110.78.168.243:53281	 TH	Bangkok
5025	46.105.57.150:35761	 FR	
5026	110.14.44.225:1080	 KR	Gyeonggi-do
5027	43.229.252.45:53281	 ID	Jakarta
5028	62.20.82.18:53281	 SE	
5029	84.253.136.206:41258	 IT	Rome
5030	180.234.212.22:31773	 BD	Dhaka
5031	207.188.73.155:80	 CA	Ontario
5032	140.82.52.43:8080	 US	Massachusetts
5033	42.115.89.248:8080	 KH	Phnom Penh
5034	193.107.247.98:53281	 UA	Kyiv City
5035	71.13.131.142:80	 US	Wisconsin
5036	27.98.206.185:3128	 HK	Kwun Tong
5037	46.105.57.150:44948	 FR	
5038	178.220.200.204:8080	 RS	
5039	103.66.73.25:53281	 IN	
5040	217.114.111.34:80	 NL	
5041	5.2.159.107:8080	 RO	Bucuresti
5042	88.247.23.135:1080	 TR	Ankara
5043	185.145.56.17:53281	 RU	Saratovskaya Oblast'
5044	190.214.16.138:53281	 EC	Provincia de Pichincha
5045	177.52.250.126:8080	 BR	Sao Paulo
5046	46.0.192.177:8080	 RU	Samarskaya Oblast'
5047	198.57.56.46:53281	 US	Oklahoma
5048	177.247.211.233:8080	 MX	Sinaloa
5049	177.136.122.98:53281	 BR	Bahia
5050	145.255.137.20:8087	 RU	Khabarovsk
5051	128.199.208.93:39357	 SG	Central Singapore Community Development Council
5052	182.23.103.6:3130	 ID	
5053	62.173.155.206:41258	 RU	Moscow
5054	45.55.169.78:48300	 US	New Jersey
5055	88.148.92.5:8080	 ES	Murcia
5056	174.70.241.8:24398	 US	
5057	168.232.197.194:6666	 BR	Minas Gerais
5058	197.155.158.22:80	 ML	
5059	41.76.157.142:8080	 NG	Lagos
5060	87.97.61.61:8080	 HU	Pest megye
5061	138.197.160.230:8000	 CA	Ontario
5062	190.104.175.114:32201	 PY	Asuncion
5063	45.115.39.139:7777	 HK	
5064	190.186.17.68:53281	 BO	Departamento de Santa Cruz
5065	200.249.141.131:8080	 BR	
5066	45.79.139.169:80	 US	New Jersey
5067	217.174.187.74:41258	 RU	
5068	46.105.57.150:12846	 FR	
5069	31.25.137.108:8080	 IQ	Muhafazat Arbil
5070	182.23.7.226:8080	 ID	
5071	138.122.108.49:8080	 EC	Provincia del Guayas
5072	47.52.231.140:8080	 HK	
5073	34.239.183.210:3128	 US	Virginia
5074	89.102.148.149:80	 CZ	Teplice District
5075	85.67.227.253:41766	 HU	Pest megye
5076	47.89.241.103:8080	 US	California
5077	103.66.86.134:8080	 ID	
5078	140.227.79.112:3129	 JP	Tokyo
5079	103.252.184.21:53281	 IN	Andhra Pradesh
5080	103.42.162.30:8080	 IN	Maharashtra
5081	103.109.75.201:8080	 IN	
5082	206.223.248.238:42852	 US	Maryland
5083	200.105.107.142:8080	 AR	Cordoba
5084	187.12.59.234:8080	 BR	
5085	89.253.222.15:10080	 RU	
5086	47.75.163.102:80	 US	California
5087	43.243.141.126:53281	 ID	West Java
5088	87.206.13.74:8080	 PL	Mazovia
5089	43.240.103.252:8080	 BD	
5090	74.56.77.130:53281	 CA	Quebec
5091	103.42.127.112:31773	 IN	West Bengal
5092	217.70.29.104:41258	 RU	Moscow
5093	202.51.126.10:53281	 ID	Jakarta
5094	117.54.200.242:53281	 ID	
5095	104.28.27.94:80	 US	
5096	67.229.141.189:3128	 US	New York
5097	36.66.151.29:53281	 ID	Banten
5098	186.148.188.14:3128	 CO	Bogota D.C.
5099	36.66.96.193:8080	 ID	Jakarta
5100	46.105.57.149:19972	 FR	
5101	47.52.220.109:10080	 HK	
5102	93.91.112.123:9001	 RU	Tverskaya Oblast'
5103	193.34.140.105:53281	 UA	Mykolayivs'ka Oblast'
5104	37.187.155.41:3128	 FR	
5105	174.76.35.29:36177	 US	
5106	94.153.148.102:53281	 UA	
5107	178.162.211.246:50477	 DE	
5108	125.141.200.5:80	 KR	
5109	187.58.65.225:3128	 BR	Ceara
5110	66.119.180.104:80	 CA	British Columbia
5111	193.242.178.90:8080	 RU	
5112	180.211.134.238:65205	 BD	Dhaka
5113	91.191.33.170:53281	 BA	
5114	206.189.189.126:8080	 US	Illinois
5115	203.166.207.38:8080	 ID	West Java
5116	85.204.183.183:53281	 MD	
5117	150.95.131.24:8181	 JP	
5118	78.132.187.114:8080	 RU	Tambovskaya Oblast'
5119	177.124.101.26:3128	 BR	Minas Gerais
5120	103.248.25.99:53281	 ID	
5121	81.163.51.69:41258	 RU	Dagestan
5122	103.35.171.117:8080	 BD	Dhaka
5123	139.59.99.101:8080	 SG	Central Singapore Community Development Council
5124	89.239.98.233:41258	 PL	West Pomerania
5125	200.84.175.162:53281	 VE	Lara
5126	37.45.78.96:8080	 BY	Vitebsk
5127	185.57.228.61:53281	 CZ	Olomouc District
5128	176.241.86.54:53281	 IQ	Baghdad
5129	103.216.82.199:6667	 IN	Gujarat
5130	94.15.110.22:8080	 GB	Birmingham
5131	188.168.69.186:8080	 RU	Sakhalinskaya Oblast'
5132	46.226.181.193:41258	 IT	
5133	117.244.109.46:8080	 IN	Uttar Pradesh
5134	189.28.37.6:53281	 BR	
5135	177.134.94.129:8080	 BR	Rio Grande do Sul
5136	199.58.72.113:53281	 US	Indiana
5137	46.105.57.150:1661	 FR	
5138	177.86.207.104:53281	 BR	Minas Gerais
5139	47.75.128.114:80	 US	California
5140	110.44.122.198:53281	 NP	Central Region
5141	31.135.111.91:8080	 UA	Republic of Crimea
5142	125.227.69.217:3351	 TW	
5143	178.91.30.6:8080	 KZ	
5144	31.214.138.207:8080	 PL	Mazovia
5145	46.105.57.149:23202	 FR	
5146	82.107.202.30:8080	 IT	
5147	94.138.109.62:53281	 CZ	Havlkv Brod District
5148	77.247.239.81:8080	 RU	
5149	118.185.43.129:53281	 IN	
5150	149.3.91.202:3128	 GE	K'alak'i T'bilisi
5151	176.110.151.114:41258	 PL	Subcarpathian Voivodeship
5152	103.23.202.50:53281	 ID	Jakarta
5153	103.251.225.14:6667	 IN	Gujarat
5154	189.75.93.87:8080	 BR	
5155	41.205.231.202:8080	 SL	Northern Province
5156	170.84.4.1:8080	 BR	Espirito Santo
5157	41.77.186.14:8080	 GN	
5158	108.61.86.209:8080	 US	New Jersey
5159	155.93.123.26:8080	 NG	
5160	176.110.151.39:41258	 PL	Subcarpathian Voivodeship
5161	170.239.228.185:53281	 BR	Amazonas
5162	190.216.184.187:8080	 PE	Lima
5163	94.240.21.41:53281	 PL	Lublin
5164	89.22.149.29:53281	 RU	
5165	103.218.102.30:8080	 IN	
5166	131.117.215.19:8080	 CZ	Krom District
5167	96.9.66.105:8080	 KH	Preah Sihanouk
5168	177.21.113.243:20183	 BR	Ceara
5169	41.89.215.2:8080	 KE	Nyanza Province
5170	62.43.201.40:53281	 ES	Valencia
5171	138.186.23.46:80	 CO	Bogota D.C.
5172	177.134.159.18:20183	 BR	Pernambuco
5173	169.159.190.25:53281	 ZA	KwaZulu-Natal
